conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Human Resource Authentication Threshold Determination,Ability to define the degree of confidence needed to authenticate a human resource for various scenarios.,Capability,,Human Resource Management,,Human Resource Authentication Management,,,
,Human Resource Authorization Management,"Ability to define, determine, and assign human resource access features, attributes, and characteristics.",Capability,,Human Resource Management,,Human Resource Management,,,
,Human Resource Authorization Assignment,Ability to ascribe authorization to a human resource.,Capability,,Human Resource Management,,Human Resource Authorization Management,,,
,Human Resource Authorization Categorization,"Ability to describe the nature of human resource authorization classifications, for example, authorization levels, ratings, or groups.",Capability,,Human Resource Management,,Human Resource Authorization Management,,,
,Human Resource Authorization Determination,Ability to ascertain authorization of a human resource.,Capability,,Human Resource Management,,Human Resource Authorization Management,,,
,Information Management,"Ability to define, organize, structure, secure, protect, and disseminate facts, statistics, attributes, and other types of data about an organization's set of business objects.",Capability,,,,,,,
,Information Definition,Ability to establish and identify information.,Capability,,Information Management,,Information Management,,,
,Information Establishment,Ability to declare information.,Capability,,Information Management,,Information Definition,,,
,Information Identification,Ability to recognize information.,Capability,,Information Management,,Information Definition,,,
,Information Organization,"Ability to classify, categorize, index, annotate, model, and otherwise structure information for purposes of searching, retrieving, and reusing it.",Capability,,Information Management,,Information Management,,,
,Information Aggregation,Ability to gather and express information in a summary form to satisfy an organization need.,Capability,,Information Management,,Information Organization,,,
,Information Packaging,Ability to selectively prepare and expose information so that it is fit for purpose.,Capability,,Information Management,,Information Organization,,,
,Information Compression,"Ability to remove redundancy in, tokenize, and otherwise reduce the size, footprint, usage, and volume of information.",Capability,,Information Management,,Information Organization,,,
,Information Virtualization,Ability to render information in digital form and to distribute access to it across one or more digital sources.,Capability,,Information Management,,Information Organization,,,
,Information Analytics Management,"Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations for all information across the organization's ecosystem.",Capability,,Information Management,,Information Management,,,
